"","Time","Dallas","","Score","","Phoenix"
"353","8:58.0","K. Porzingis makes free throw 1 of 2","+1","81-76","",""
"354","8:58.0","T. Hardaway enters the game for F. Ntilikina","","81-76","",""
"355","8:58.0","K. Porzingis makes free throw 2 of 2","+1","82-76","",""
"356","8:45.0","","","82-76","","C. Johnson misses 2-pt jump shot from 19 ft"
"357","8:43.0","Defensive rebound by J. Brunson","","82-76","",""
"358","8:30.0","T. Hardaway misses 3-pt jump shot from 27 ft","","82-76","",""
"359","8:29.0","Offensive rebound by K. Porzingis","","82-76","",""
"360","8:26.0","K. Porzingis misses 2-pt layup at rim","","82-76","",""
"361","8:25.0","","","82-76","","Defensive rebound by C. Johnson"
"362","8:20.0","","","82-79","+3","M. Bridges makes 3-pt jump shot from 26 ft (assist by C. Paul)"
"363","8:01.0","T. Hardaway makes 2-pt jump shot from 10 ft (assist by J. Brunson)","+2","84-79","",""
"364","7:50.0","","","84-81","+2","C. Paul makes 2-pt jump shot from 15 ft"
"365","7:24.0","J. Brunson misses 2-pt jump shot from 9 ft (block by M. Bridges)","","84-81","",""
"366","7:21.0","","","84-81","","Defensive rebound by D. Ayton"
"367","7:19.0","","","84-81","","L. Shamet misses 3-pt jump shot from 25 ft"
"368","7:16.0","","","84-81","","Offensive rebound by M. Bridges"
"369","7:13.0","","","84-81","","M. Bridges misses 2-pt layup from 20 ft"
"370","7:11.0","Defensive rebound by T. Hardaway","","84-81","",""
"371","7:08.0","Dallas full timeout","","84-81","",""
"372","7:08.0","R. Bullock enters the game for S. Brown","","84-81","",""
"373","7:08.0","D. Finney-Smith enters the game for J. Brunson","","84-81","",""
"374","7:08.0","D. Powell enters the game for K. Porzingis","","84-81","",""
"375","7:08.0","","","84-81","","D. Booker enters the game for L. Shamet"
"376","7:07.0","T. Hardaway makes 2-pt layup from 5 ft (assist by R. Bullock)","+2","86-81","",""
"377","6:48.0","","","86-83","+2","D. Ayton makes 2-pt layup from 3 ft (assist by C. Paul)"
"378","6:48.0","","","86-83","","Personal foul by T. Hardaway (drawn by D. Ayton)"
"379","6:48.0","","","86-83","","D. Ayton misses free throw 1 of 1"
"380","6:44.0","Defensive rebound by D. Finney-Smith","","86-83","",""
"381","6:31.0","Offensive foul by T. Burke (drawn by D. Booker)","","86-83","",""
"382","6:31.0","Turnover by T. Burke (offensive foul)","","86-83","",""
"383","6:15.0","","","86-85","+2","D. Ayton makes 2-pt dunk from 4 ft (assist by C. Johnson)"
"384","5:54.0","Personal foul by C. Johnson (drawn by D. Powell)","","86-85","",""
"385","5:54.0","J. Brunson enters the game for T. Burke","","86-85","",""
"386","5:44.0","T. Hardaway misses 3-pt jump shot from 27 ft","","86-85","",""
"387","5:41.0","","","86-85","","Defensive rebound by C. Johnson"
"388","5:32.0","","","86-87","+2","D. Booker makes 2-pt layup from 6 ft"
"389","5:08.0","D. Finney-Smith makes 3-pt jump shot from 24 ft (assist by J. Brunson)","+3","89-87","",""
"390","4:55.0","","","89-89","+2","C. Paul makes 2-pt jump shot from 13 ft"
"391","4:33.0","T. Hardaway misses 2-pt jump shot from 21 ft","","89-89","",""
"392","4:31.0","","","89-89","","Defensive rebound by M. Bridges"
"393","4:18.0","","","89-91","+2","D. Ayton makes 2-pt jump shot from 6 ft (assist by C. Paul)"
"394","4:18.0","Dallas full timeout","","89-91","",""
"395","4:18.0","K. Porzingis enters the game for D. Powell","","89-91","",""
"396","4:18.0","","","89-91","","J. Crowder enters the game for C. Johnson"
"397","3:59.0","T. Hardaway makes 2-pt jump shot from 6 ft (assist by K. Porzingis)","+2","91-91","",""
"398","3:59.0","Personal foul by D. Ayton (drawn by T. Hardaway)","","91-91","",""
"399","3:59.0","T. Hardaway makes free throw 1 of 1","+1","92-91","",""
"400","3:44.0","","","92-93","+2","M. Bridges makes 2-pt jump shot from 22 ft (assist by C. Paul)"
"401","3:27.0","K. Porzingis makes 2-pt jump shot from 20 ft (assist by J. Brunson)","+2","94-93","",""
"402","3:07.0","","","94-96","+3","J. Crowder makes 3-pt jump shot from 24 ft (assist by M. Bridges)"
"403","2:42.0","J. Brunson makes 2-pt layup from 4 ft","+2","96-96","",""
"404","2:34.0","","","96-96","","Shooting foul by K. Porzingis (drawn by J. Crowder)"
"405","2:34.0","","","96-97","+1","J. Crowder makes free throw 1 of 2"
"406","2:34.0","","","96-98","+1","J. Crowder makes free throw 2 of 2"
"407","2:14.0","T. Hardaway misses 3-pt jump shot from 23 ft","","96-98","",""
"408","2:14.0","Offensive rebound by K. Porzingis","","96-98","",""
"409","2:14.0","K. Porzingis misses 2-pt layup from 2 ft","","96-98","",""
"410","2:13.0","","","96-98","","Defensive rebound by D. Ayton"
"411","1:53.0","","","96-98","","J. Crowder misses 3-pt jump shot from 23 ft"
"412","1:50.0","Defensive rebound by D. Finney-Smith","","96-98","",""
"413","1:34.0","Turnover by D. Finney-Smith (bad pass; steal by M. Bridges)","","96-98","",""
"414","1:27.0","","","96-100","+2","D. Ayton makes 2-pt dunk from 4 ft (assist by C. Paul)"
"415","1:27.0","Dallas full timeout","","96-100","",""
"416","1:14.0","R. Bullock misses 2-pt layup from 2 ft","","96-100","",""
"417","1:12.0","","","96-100","","Defensive rebound by C. Paul"
"418","0:50.0","","","96-103","+3","D. Booker makes 3-pt jump shot from 27 ft (assist by C. Paul)"
"419","0:40.0","J. Brunson makes 2-pt layup from 2 ft","+2","98-103","",""
"420","0:40.0","","","98-103","","Violation by Team (def goaltending)"
"421","0:19.0","","","98-103","","C. Paul misses 2-pt jump shot from 14 ft"
"422","0:19.0","","","98-103","","Offensive rebound by Team"
"423","0:19.0","","","98-103","","Shooting foul by R. Bullock (drawn by C. Paul)"
"424","0:19.0","","","98-104","+1","C. Paul makes free throw 1 of 2"
"425","0:19.0","","","98-104","","C. Johnson enters the game for D. Ayton"
"426","0:19.0","","","98-105","+1","C. Paul makes free throw 2 of 2"
"427","0:19.0","Dallas full timeout","","98-105","",""
"428","0:19.0","D. Powell enters the game for D. Finney-Smith","","98-105","",""
"429","0:13.0","Turnover by R. Bullock (bad pass; steal by M. Bridges)","","98-105","",""
"430","0:00.0","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter"
