"","Time","Milwaukee","","Score","","Boston"
"356","1:00.0","","","62-76","","G. Williams misses 3-pt jump shot from 27 ft"
"357","0:58.0","Defensive rebound by B. Portis","","62-76","",""
"358","0:54.0","G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by J. Holiday)","+2","64-76","",""
"359","0:37.0","","","64-79","+3","D. White makes 3-pt jump shot from 26 ft (assist by A. Horford)"
"360","0:17.0","Turnover by G. Antetokounmpo (traveling)","","64-79","",""
"361","0:03.0","","","64-79","","D. White misses 3-pt jump shot from 26 ft"
"362","0:00.0","Defensive rebound by J. Holiday","","64-79","",""
"363","0:00.0","J. Holiday misses 3-pt jump shot from 52 ft","","64-79","",""
"364","0:00.0","Offensive rebound by Team","","64-79","",""
"365","0:00.0","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter","End of 3rd quarter"
"366","4th Q","4th Q","4th Q","4th Q","4th Q","4th Q"
"367","Time","Milwaukee","","Score","","Boston"
"368","12:00.0","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter","Start of 4th quarter"
"369","11:51.0","J. Holiday makes 2-pt layup from 7 ft","+2","66-79","",""
"370","11:27.0","","","66-79","","J. Tatum misses 3-pt jump shot from 28 ft"
"371","11:25.0","","","66-79","","Offensive rebound by P. Pritchard"
"372","11:23.0","","","66-79","","M. Smart misses 3-pt jump shot from 23 ft"
"373","11:21.0","Defensive rebound by G. Antetokounmpo","","66-79","",""
"374","11:16.0","G. Antetokounmpo misses 2-pt layup from 2 ft","","66-79","",""
"375","11:14.0","","","66-79","","Defensive rebound by A. Horford"
"376","11:09.0","","","66-82","+3","G. Williams makes 3-pt jump shot from 27 ft (assist by J. Tatum)"
"377","10:53.0","G. Antetokounmpo misses 2-pt layup from 5 ft","","66-82","",""
"378","10:52.0","Offensive rebound by G. Antetokounmpo","","66-82","",""
"379","10:52.0","G. Antetokounmpo misses 2-pt layup from 4 ft (block by A. Horford)","","66-82","",""
"380","10:50.0","Offensive rebound by B. Lopez","","66-82","",""
"381","10:48.0","Personal foul by G. Williams (drawn by B. Lopez)","","66-82","",""
"382","10:46.0","P. Connaughton makes 2-pt layup from 2 ft (assist by J. Holiday)","+2","68-82","",""
"383","10:21.0","","","68-84","+2","J. Tatum makes 2-pt jump shot from 14 ft"
"384","10:03.0","G. Antetokounmpo misses 2-pt hook shot from 11 ft","","68-84","",""
"385","10:01.0","","","68-84","","Defensive rebound by A. Horford"
"386","9:45.0","","","68-87","+3","P. Pritchard makes 3-pt jump shot from 26 ft (assist by J. Tatum)"
"387","9:35.0","Milwaukee full timeout","","68-87","",""
"388","9:26.0","Offensive foul by B. Lopez (drawn by J. Tatum)","","68-87","",""
"389","9:26.0","Turnover by B. Lopez (offensive foul)","","68-87","",""
"390","9:14.0","Violation by Team (kicked ball)","","68-87","",""
"391","9:06.0","","","68-87","","Shooting foul by B. Lopez (drawn by J. Tatum)"
"392","9:06.0","","","68-88","+1","J. Tatum makes free throw 1 of 2"
"393","9:06.0","","","68-88","","J. Tatum misses free throw 2 of 2"
"394","9:06.0","Defensive rebound by G. Antetokounmpo","","68-88","",""
"395","8:48.0","J. Holiday makes 2-pt jump shot from 11 ft","+2","70-88","",""
"396","8:30.0","","","70-88","","J. Tatum misses 3-pt jump shot from 28 ft"
"397","8:28.0","Defensive rebound by B. Portis","","70-88","",""
"398","8:22.0","Shooting foul by M. Smart (drawn by J. Holiday)","","70-88","",""
"399","8:22.0","J. Holiday misses free throw 1 of 2","","70-88","",""
"400","8:22.0","Offensive rebound by Team","","70-88","",""
"401","8:22.0","J. Holiday makes free throw 2 of 2","+1","71-88","",""
"402","8:14.0","","","71-88","","Personal foul by G. Antetokounmpo (drawn by M. Smart)"
"403","8:06.0","","","71-88","","P. Pritchard misses 3-pt jump shot from 24 ft"
"404","8:04.0","Defensive rebound by J. Holiday","","71-88","",""
"405","7:56.0","J. Holiday misses 3-pt jump shot from 26 ft","","71-88","",""
"406","7:54.0","","","71-88","","Defensive rebound by J. Tatum"
"407","7:38.0","","","71-91","+3","P. Pritchard makes 3-pt jump shot from 27 ft (assist by A. Horford)"
"408","7:28.0","B. Portis makes 2-pt layup from 1 ft (assist by P. Connaughton)","+2","73-91","",""
"409","6:59.0","","","73-94","+3","P. Pritchard makes 3-pt jump shot from 27 ft (assist by J. Tatum)"
"410","6:50.0","J. Holiday misses 2-pt layup from 2 ft","","73-94","",""
"411","6:48.0","","","73-94","","Defensive rebound by A. Horford"
"412","6:42.0","","","73-94","","J. Tatum misses 3-pt jump shot from 24 ft"
"413","6:40.0","Defensive rebound by B. Lopez","","73-94","",""
"414","6:36.0","B. Portis misses 2-pt dunk from 1 ft (block by G. Williams)","","73-94","",""
"415","6:36.0","","","73-94","","Defensive rebound by P. Pritchard"
"416","6:27.0","","","73-94","","A. Horford misses 3-pt jump shot from 26 ft"
"417","6:25.0","","","73-94","","Offensive rebound by J. Tatum"
"418","6:15.0","","","73-94","","P. Pritchard misses 3-pt jump shot from 23 ft"
"419","6:13.0","Defensive rebound by B. Portis","","73-94","",""
"420","6:02.0","B. Portis misses 2-pt jump shot from 10 ft","","73-94","",""
"421","6:00.0","","","73-94","","Defensive rebound by A. Horford"
"422","5:44.0","","","73-94","","G. Williams misses 3-pt jump shot from 26 ft"
"423","5:42.0","Defensive rebound by G. Antetokounmpo","","73-94","",""
"424","5:38.0","Shooting foul by G. Williams (drawn by B. Lopez)","","73-94","",""
"425","5:38.0","B. Lopez makes free throw 1 of 2","+1","74-94","",""
"426","5:38.0","W. Matthews enters the game for B. Portis","","74-94","",""
"427","5:38.0","","","74-94","","J. Brown enters the game for G. Williams"
"428","5:38.0","B. Lopez makes free throw 2 of 2","+1","75-94","",""
"429","5:24.0","","","75-94","","M. Smart misses 3-pt jump shot from 23 ft"
"430","5:22.0","","","75-94","","Offensive rebound by P. Pritchard"
"431","5:20.0","","","75-97","+3","M. Smart makes 3-pt jump shot from 23 ft (assist by P. Pritchard)"
"432","5:18.0","Milwaukee full timeout","","75-97","",""
"433","5:18.0","B. Portis enters the game for W. Matthews","","75-97","",""
"434","4:59.0","G. Antetokounmpo misses 2-pt layup from 6 ft (block by M. Smart)","","75-97","",""
"435","4:59.0","Offensive rebound by Team","","75-97","",""
"436","4:58.0","Personal foul by M. Smart (drawn by G. Antetokounmpo)","","75-97","",""
"437","4:58.0","","","75-97","","G. Williams enters the game for M. Smart"
"438","4:55.0","J. Holiday misses 3-pt jump shot from 26 ft","","75-97","",""
"439","4:53.0","","","75-97","","Defensive rebound by P. Pritchard"
"440","4:33.0","","","75-97","","A. Horford misses 3-pt jump shot from 26 ft"
"441","4:31.0","Defensive rebound by J. Holiday","","75-97","",""
"442","4:24.0","B. Portis misses 2-pt jump shot from 16 ft","","75-97","",""
"443","4:21.0","","","75-97","","Defensive rebound by G. Williams"
"444","4:09.0","","","75-97","","G. Williams misses 3-pt jump shot from 23 ft"
"445","4:07.0","Defensive rebound by P. Connaughton","","75-97","",""
"446","3:59.0","P. Connaughton misses 3-pt jump shot from 30 ft","","75-97","",""
"447","3:57.0","","","75-97","","Defensive rebound by J. Tatum"
"448","3:42.0","","","75-97","","Turnover by J. Tatum (lost ball; steal by G. Antetokounmpo)"
"449","3:39.0","G. Antetokounmpo makes 2-pt dunk from 1 ft","+2","77-97","",""
"450","3:13.0","","","77-97","","A. Horford misses 2-pt jump shot from 16 ft"
"451","3:10.0","Defensive rebound by B. Lopez","","77-97","",""
"452","3:05.0","B. Lopez misses 3-pt jump shot from 28 ft","","77-97","",""
"453","3:03.0","","","77-97","","Defensive rebound by G. Williams"
"454","2:55.0","","","77-97","","Shooting foul by P. Connaughton (drawn by A. Horford)"
"455","2:55.0","","","77-98","+1","A. Horford makes free throw 1 of 2"
"456","2:55.0","G. Allen enters the game for P. Connaughton","","77-98","",""
"457","2:55.0","W. Matthews enters the game for B. Portis","","77-98","",""
"458","2:55.0","","","77-98","","M. Smart enters the game for P. Pritchard"
"459","2:55.0","","","77-99","+1","A. Horford makes free throw 2 of 2"
"460","2:48.0","G. Antetokounmpo misses 3-pt jump shot from 27 ft","","77-99","",""
"461","2:46.0","","","77-99","","Defensive rebound by M. Smart"
"462","2:26.0","","","77-101","+2","G. Williams makes 2-pt jump shot from 9 ft (assist by M. Smart)"
"463","2:14.0","G. Allen misses 3-pt jump shot from 26 ft","","77-101","",""
"464","2:11.0","","","77-101","","Defensive rebound by J. Brown"
"465","2:11.0","T. Antetokounmpo enters the game for G. Allen","","77-101","",""
"466","2:11.0","J. Carter enters the game for G. Antetokounmpo","","77-101","",""
"467","2:11.0","J. Nwora enters the game for J. Holiday","","77-101","",""
"468","2:11.0","R. Tucker enters the game for B. Lopez","","77-101","",""
"469","2:11.0","L. Vildoza enters the game for W. Matthews","","77-101","",""
"470","2:11.0","","","77-101","","M. Fitts enters the game for J. Brown"
"471","2:11.0","","","77-101","","L. Kornet enters the game for A. Horford"
"472","2:11.0","","","77-101","","A. Nesmith enters the game for M. Smart"
"473","2:11.0","","","77-101","","P. Pritchard enters the game for J. Tatum"
"474","2:11.0","","","77-101","","N. Stauskas enters the game for G. Williams"
"475","1:50.0","","","77-103","+2","P. Pritchard makes 2-pt jump shot from 20 ft"
"476","1:38.0","J. Nwora makes 2-pt jump shot from 17 ft (assist by L. Vildoza)","+2","79-103","",""
"477","1:20.0","","","79-106","+3","A. Nesmith makes 3-pt jump shot from 26 ft (assist by P. Pritchard)"
"478","1:11.0","R. Tucker misses 3-pt jump shot from 24 ft","","79-106","",""
"479","1:09.0","Offensive rebound by T. Antetokounmpo","","79-106","",""
"480","1:02.0","J. Nwora misses 3-pt jump shot from 25 ft","","79-106","",""
"481","0:59.0","Offensive rebound by L. Vildoza","","79-106","",""
"482","0:57.0","L. Vildoza makes 2-pt layup from 1 ft","+2","81-106","",""
"483","0:56.0","","","81-106","","Boston full timeout"
"484","0:56.0","","","81-106","","J. Morgan enters the game for P. Pritchard"
"485","0:43.0","","","81-109","+3","M. Fitts makes 3-pt jump shot from 26 ft (assist by N. Stauskas)"
"486","0:31.0","R. Tucker misses 2-pt jump shot from 16 ft","","81-109","",""
"487","0:28.0","","","81-109","","Defensive rebound by A. Nesmith"
"488","0:05.0","","","81-109","","Turnover by Team (shot clock)"
"489","0:00.0","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter","End of 4th quarter"
